cod_pedido;cod_cliente;cod_fornecedor;cod_categoria;cod_produto;cod_transportadora;cod_filial;cod_funcionario;cod_vendedor;data_pedido;valor_item;valor_total;qtde_item;desconto_item;vendedor;cargo_vendedor;data_admissao;salario_vendedor;endereco_filial;cidade_filial;pais_filial;transportadora;produto;custo_produto;preco_produto;estoque_produto;categoria_produto;grupo_produto;fornecedor;contato_fornecedor;endereco_fornecedor;cidade_fornecedor;pais_fornecedor;cliente;contato_cliente;endereco_cliente;cidade_cliente;pais_cliente;frete_item
10576;80;20;2;44;3;5;1;1;17/06/2020;76,76;1611,96;21;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Okkaba Skin Jackets;67,17;75,45;27;"Women's Clothes";Fashion for Women;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;12,863529411765
10577;82;12;1;75;3;5;1;1;17/06/2020;8,36;167,2;20;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Bow tie;6,61;7,75;125;"Men's Clothes";Fashion for Men;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;13,966666666667
10577;82;12;2;77;3;5;1;1;17/06/2020;11,95;215,1;18;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Wrap Skirt;10,95;13;32;"Women's Clothes";Fashion for Women;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;12,57
10577;82;18;2;39;3;5;1;1;17/06/2020;62,72;627,2;10;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Terence Top;48,17;60;69;"Women's Clothes";Fashion for Women;Like Paradis;Vanessa Paradis;203, Rue des Francs-Bourgeois;Paris;France;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;6,9833333333333
10578;11;16;4;35;2;1;3;3;18/10/2020;6,47;129,4;20;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;LA. Shorts;5,17;6;20;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;Shoe Expert;David Foot;Fauntleroy Circus;London;UK;47,438461538462
10578;11;26;5;57;2;1;3;3;18/10/2020;19,63;117,78;6;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Lightweight Sandals;16,14;19,5;36;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Shoe Expert;David Foot;Fauntleroy Circus;London;UK;14,231538461538
10579;45;12;1;75;3;5;1;1;19/06/2020;7,87;165,27;21;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Bow tie;6,61;7,75;125;"Men's Clothes";Fashion for Men;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Bobby Socks;Vincent Vega;"87 Polk St.
Suite 5";San Francisco;USA;43,442903225806
10579;45;6;2;15;3;5;1;1;19/06/2020;7,09;70,9;10;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Sumi Underwear;4,98;6,5;39;"Women's Clothes";Fashion for Women;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Bobby Socks;Vincent Vega;"87 Polk St.
Suite 5";San Francisco;USA;20,687096774194
10580;56;6;7;14;2;2;7;7;20/06/2020;23,07;328,74749974217;15;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Kool Sunglasses;20,36;23,25;35;"Children's Clothes";3-15 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;20,888888888889
10580;56;19;8;41;2;2;7;7;20/06/2020;9,74;83,276999934688;9;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Duck Shirt;7,28;9,65;85;Baby Clothes;0-3 Years;Mayflower;Ray Bourke;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;12,533333333333
10580;56;2;2;65;2;2;7;7;20/06/2020;9,28;264,47999979258;30;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Stretch Pants;8,68;10,05;76;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;41,777777777778
10581;21;12;1;75;2;1;3;3;20/06/2020;7,79;311,5999988392;50;0,20000000298023;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Bow tie;6,61;7,75;125;"Men's Clothes";Fashion for Men;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Cloe do Pau;Romario do Sauza;Rua Orós, 92;São Paulo;Brazil;45,26
10582;73;23;2;76;2;1;3;3;21/09/2020;394,52;5523,28;14;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Halter Dress;304,7;399;57;"Women's Clothes";Fashion for Women;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;25,635555555556
10582;73;26;5;57;2;1;3;3;21/09/2020;17,66;70,64;4;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Lightweight Sandals;16,14;19,5;36;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;7,3244444444444
10583;87;12;6;29;2;2;7;7;24/06/2020;115,76;1157,6;10;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Davenport Shoes;100,74;123,79;0;"Men's Footwear";Men Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Perkii Urkii;Miiko Heikillä;Torikatu 38;Oulu;Finland;14,297727272727
10583;87;15;3;69;2;2;7;7;24/06/2020;1,93;16,404999884963;10;0,15000000596046;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Tube Socks;1,65;2;26;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Perkii Urkii;Miiko Heikillä;Torikatu 38;Oulu;Finland;14,297727272727
10583;87;28;3;60;2;2;7;7;24/06/2020;5,12;104,44799926758;24;0,15000000596046;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Game Over T-Shirt;4,44;5;19;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Perkii Urkii;Miiko Heikillä;Torikatu 38;Oulu;Finland;34,314545454545
10248;4;20;5;42;2;1;2;2;29/06/2021;14,04;140,4;10;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Walking Shoes;10,95;14;26;"Women's Footwear";Ladies Shoes;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;Dr Jims Trousers;Carl Montgomery;120 Hanover Sq.;London;UK;16,103703703704
10248;4;14;2;72;2;1;2;2;29/06/2021;12,71;63,55;5;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Oyaki Kimono;8,96;11,8;14;"Women's Clothes";Fashion for Women;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Dr Jims Trousers;Carl Montgomery;120 Hanover Sq.;London;UK;8,0518518518519
10248;4;5;1;11;2;1;2;2;29/06/2021;28,62;343,44;12;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Desperado Jeans;21,1;28;22;"Men's Clothes";Fashion for Men;Los Hombres Machos;Antonio Banderas;Calle del Rosal 4;Oviedo;Spain;Dr Jims Trousers;Carl Montgomery;120 Hanover Sq.;London;UK;19,324444444444
10249;79;6;7;14;2;2;7;7;29/06/2020;22,8;205,2;9;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Kool Sunglasses;20,36;23,25;35;"Children's Clothes";3-15 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;5,3632653061224
10249;79;24;6;51;2;2;7;7;29/06/2020;101,2;4048;40;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;23,836734693878
10250;34;19;8;41;2;1;2;2;03/07/2021;9,59;95,9;10;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Duck Shirt;7,28;9,65;85;Baby Clothes;0-3 Years;Mayflower;Ray Bourke;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;El Carnevale;Joe do Pintho;Rua do Paço, 67;Rio de Janeiro;Brazil;13,195
10250;34;24;6;51;2;1;2;2;03/07/2021;97,67;2905,6824796245;35;0,15000000596046;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;El Carnevale;Joe do Pintho;Rua do Paço, 67;Rio de Janeiro;Brazil;46,1825
10250;34;2;2;65;2;1;2;2;03/07/2021;9,47;120,74249915332;15;0,15000000596046;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Stretch Pants;8,68;10,05;76;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;El Carnevale;Joe do Pintho;Rua do Paço, 67;Rio de Janeiro;Brazil;19,7925
10251;1;2;2;65;2;2;7;7;02/12/2020;9,26;185,2;20;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Stretch Pants;8,68;10,05;76;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;21,175609756098
10251;1;9;5;22;2;2;7;7;02/12/2020;3,39;19,322999984846;6;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Ravellis Träskor;2,65;3,5;104;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;6,3526829268293
10251;1;26;5;57;2;2;7;7;02/12/2020;21,12;300,95999976397;15;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Lightweight Sandals;16,14;19,5;36;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;15,881707317073
10252;76;28;3;60;1;3;5;5;04/04/2021;4,55;182;40;0;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Game Over T-Shirt;4,44;5;19;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Belgium Black Jeans;Cheril Cow;Boulevard Tirou, 255;Charleroi;Belgium;8,8380952380952
10252;76;15;3;33;1;3;5;5;04/04/2021;23,64;561,44999955967;25;0,050000000745058;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Casual Boots;20,2;25,5;112;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Belgium Black Jeans;Cheril Cow;Boulevard Tirou, 255;Charleroi;Belgium;5,5238095238095
10252;76;8;3;20;1;3;5;5;04/04/2021;75,93;2885,3399977371;40;0,050000000745058;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Tennis Suit;64,49;81;40;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Belgium Black Jeans;Cheril Cow;Boulevard Tirou, 255;Charleroi;Belgium;8,8380952380952
10253;34;14;1;31;2;1;3;3;05/07/2021;8,28;165,6;20;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Rossi Bermuda Shorts;7,53;8,5;0;"Men's Clothes";Fashion for Men;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;El Carnevale;Joe do Pintho;Rua do Paço, 67;Rio de Janeiro;Brazil;13,047058823529
10253;34;23;3;49;2;1;3;3;05/07/2021;19,91;796,4;40;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Finnish Sport Blades;15,43;20;10;Sportswear;Sports clothing;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;El Carnevale;Joe do Pintho;Rua do Paço, 67;Rio de Janeiro;Brazil;26,094117647059
10253;34;18;2;39;2;1;3;3;05/07/2021;57,95;2433,9;42;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Terence Top;48,17;60;69;"Women's Clothes";Fashion for Women;Like Paradis;Vanessa Paradis;203, Rue des Francs-Bourgeois;Paris;France;El Carnevale;Joe do Pintho;Rua do Paço, 67;Rio de Janeiro;Brazil;27,398823529412
10254;19;4;7;74;2;1;2;2;06/01/2020;29,4;617,4;21;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;X-Train Shoes;24,39;30;4;"Children's Clothes";3-15 Years;Nitsuchiba;James Sushi;9-8 Sekimai Musashino-shi;Tokyo;Japan;Th Fashing;Greg Thatcher;35 King George;London;UK;18,118947368421
10254;19;10;1;24;2;1;2;2;06/01/2020;4,52;57,629999595881;15;0,15000000596046;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Samba Soccer Socks;3,9;4,5;20;"Men's Clothes";Fashion for Men;Samba;Ronaldinho;Av. das Americanas 12.890;Sao Paulo;Brazil;Th Fashing;Greg Thatcher;35 King George;London;UK;12,942105263158
10254;19;25;3;55;2;1;2;2;06/01/2020;40,76;727,56599489808;21;0,15000000596046;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Feiss Fleece Trousers;33,18;39;115;Sportswear;Sports clothing;Mountain International;Celine Dion;2960 Rue St. Laurent;Montr‚al;Canada;Th Fashing;Greg Thatcher;35 King George;London;UK;18,118947368421
10255;68;28;3;59;1;4;6;6;07/06/2021;7,83;234,9;30;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Rasta WCT;6,69;8,5;79;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Golden Design Group;Carl Perry;Grenzacherweg 237;Genève;Switzerland;11,97
10255;68;17;8;36;1;4;6;6;07/06/2021;7,77;194,25;25;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Mehmet-Tröja;6,45;8;112;Baby Clothes;0-3 Years;ABC;Anna Book;Brovallav„gen 231;Stockholm;Sweden;Golden Design Group;Carl Perry;Grenzacherweg 237;Genève;Switzerland;9,975
10255;68;1;1;2;1;4;6;6;07/06/2021;17,12;342,4;20;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Golden Design Group;Carl Perry;Grenzacherweg 237;Genève;Switzerland;7,98
10255;68;7;3;16;1;4;6;6;07/06/2021;9,17;320,95;35;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Wimbledon T-Shirt;7,33;9,45;29;Sportswear;Sports clothing;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Golden Design Group;Carl Perry;Grenzacherweg 237;Genève;Switzerland;13,965
10256;19;12;2;77;2;1;3;3;09/07/2020;13,5;162;12;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Wrap Skirt;10,95;13;32;"Women's Clothes";Fashion for Women;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Th Fashing;Greg Thatcher;35 King George;London;UK;10,026666666667
10256;19;24;2;53;2;1;3;3;09/07/2020;60,53;907,95;15;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Jack Flash Dress;52,38;60,8;0;"Women's Clothes";Fashion for Women;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Th Fashing;Greg Thatcher;35 King George;London;UK;12,533333333333
10257;35;18;2;39;2;1;9;9;10/07/2020;54,84;329,04;6;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Terence Top;48,17;60;69;"Women's Clothes";Fashion for Women;Like Paradis;Vanessa Paradis;203, Rue des Francs-Bourgeois;Paris;France;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;4,4321739130435
10257;35;12;2;77;2;1;9;9;10/07/2020;12,84;192,6;15;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Wrap Skirt;10,95;13;32;"Women's Clothes";Fashion for Women;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;11,080434782609
10257;35;11;3;27;2;1;9;9;10/07/2020;43,09;1077,25;25;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Tracksuit;36,06;43,9;49;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;18,467391304348
10258;17;2;1;5;2;2;7;7;12/07/2021;6,13;318,75999881253;65;0,20000000298023;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;O-Man Underwear;4,72;6;0;"Men's Clothes";Fashion for Men;Big L;James Brown;P.O. Box 78934;New Orleans;USA;Gluderstedt;Lars von Holstein;Walserweg 21;Aachen;Germany;36,604132231405
10258;17;14;4;32;2;2;7;7;12/07/2021;19,35;92,879999653995;6;0,20000000298023;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Riviera Swimsuit;15,12;19;9;Swimwear;Beach clothing;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Gluderstedt;Lars von Holstein;Walserweg 21;Aachen;Germany;3,3788429752066
10258;17;1;1;2;2;2;7;7;12/07/2021;20,02;800,79999701679;50;0,20000000298023;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Gluderstedt;Lars von Holstein;Walserweg 21;Aachen;Germany;28,157024793388
10259;13;17;8;37;2;1;3;3;13/07/2019;4,37;4,37;1;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Mehmet-Skor;3,43;4;11;Baby Clothes;0-3 Years;ABC;Anna Book;Brovallav„gen 231;Stockholm;Sweden;Los Sombreros Gigantes;Speedy Gonzales;El Barrio Chino 12;México D.F.;Mexico;2,7372727272727
10259;13;8;3;21;2;1;3;3;13/07/2019;10,14;101,4;10;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Basket Shoes;8,78;10;3;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Los Sombreros Gigantes;Speedy Gonzales;El Barrio Chino 12;México D.F.;Mexico;27,372727272727
10260;56;19;8;41;2;2;8;8;13/12/2020;10,02;120,24;16;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Duck Shirt;7,28;9,65;85;Baby Clothes;0-3 Years;Mayflower;Ray Bourke;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;8,9396078431373
10260;56;7;1;70;2;2;8;8;13/12/2020;29,37;462,5775;21;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;US-Master Jeans;24,98;29;15;"Men's Clothes";Fashion for Men;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;11,733235294118
10260;56;26;5;57;2;2;8;8;13/12/2020;18,58;929;50;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Lightweight Sandals;16,14;19,5;36;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;27,936274509804
10260;56;29;3;62;2;2;8;8;13/12/2020;28,82;324,225;15;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;8,3808823529412
10261;61;16;4;35;2;1;2;2;14/07/2021;6,56;131,2;20;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;LA. Shorts;5,17;6;20;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;Copacabana;Giovanni Santhos;Rua da Panificadora, 12;Rio de Janeiro;Brazil;31,89
10261;61;8;3;21;2;1;2;2;14/07/2021;10,01;200,2;20;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Basket Shoes;8,78;10;3;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Copacabana;Giovanni Santhos;Rua da Panificadora, 12;Rio de Janeiro;Brazil;31,89
10262;65;3;7;7;2;1;2;2;17/05/2018;38,3;574,5;15;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Runner Shoes;33,11;40;15;"Children's Clothes";3-15 Years;Dressed for Succes;Glenn Miller;707 Oxford Rd.;Ann Arbor;USA;X-Site;Malcolm X;2817 Milton Dr.;Albuquerque;USA;17,16724137931
10262;65;2;1;5;2;1;2;2;17/05/2018;5,58;53,567999800444;12;0,20000000298023;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;O-Man Underwear;4,72;6;0;"Men's Clothes";Fashion for Men;Big L;James Brown;P.O. Box 78934;New Orleans;USA;X-Site;Malcolm X;2817 Milton Dr.;Albuquerque;USA;13,733793103448
10262;65;26;5;56;2;1;2;2;17/05/2018;34,55;69,1;2;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Slip-on Shoes;34,17;38;21;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;X-Site;Malcolm X;2817 Milton Dr.;Albuquerque;USA;2,2889655172414
10263;63;4;7;74;2;2;7;7;18/07/2021;27,87;752,49;36;0,25;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;X-Train Shoes;24,39;30;4;"Children's Clothes";3-15 Years;Nitsuchiba;James Sushi;9-8 Sekimai Musashino-shi;Tokyo;Japan;Grunewald;George Essen;Taucherstraße 10;Cunewalde;Germany;5,9947826086957
10263;63;10;1;24;2;2;7;7;18/07/2021;4,09;114,52;28;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Samba Soccer Socks;3,9;4,5;20;"Men's Clothes";Fashion for Men;Samba;Ronaldinho;Av. das Americanas 12.890;Sao Paulo;Brazil;Grunewald;George Essen;Taucherstraße 10;Cunewalde;Germany;4,6626086956522
10263;63;13;8;30;2;2;7;7;18/07/2021;26,57;1195,65;60;0,25;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Baby Dark Lounge Suit;22,71;25,89;10;Baby Clothes;0-3 Years;Executive Clothing GMBH;Markus Danzig;Frahmredder 112a;Cuxhaven;Germany;Grunewald;George Essen;Taucherstraße 10;Cunewalde;Germany;9,9913043478261
